t_s,theta1_rad,theta2_rad,omega1_rad_s,omega2_rad_s,energy_J,energy_drift_rel
2.449000e+01,1.012991e+00,2.215348e+00,1.243205e-01,-3.086389e+00,1.490359e-01,-6.926623e-08
2.450000e+01,1.014107e+00,2.184135e+00,9.935939e-02,-3.156470e+00,1.490359e-01,-6.926349e-08
2.451000e+01,1.014988e+00,2.152211e+00,7.726711e-02,-3.228702e+00,1.490359e-01,-6.926024e-08
2.452000e+01,1.015662e+00,2.119553e+00,5.815335e-02,-3.303277e+00,1.490359e-01,-6.925659e-08
2.453000e+01,1.016161e+00,2.086137e+00,4.212808e-02,-3.380386e+00,1.490359e-01,-6.925256e-08
2.454000e+01,1.016516e+00,2.051937e+00,2.929918e-02,-3.460219e+00,1.490359e-01,-6.924829e-08
2.455000e+01,1.016758e+00,2.016923e+00,1.976924e-02,-3.542964e+00,1.490359e-01,-6.924380e-08
2.456000e+01,1.016922e+00,1.981067e+00,1.363140e-02,-3.628803e+00,1.490359e-01,-6.923940e-08
2.457000e+01,1.017042e+00,1.944336e+00,1.096383e-02,-3.717906e+00,1.490359e-01,-6.923529e-08
2.458000e+01,1.017153e+00,1.906698e+00,1.182246e-02,-3.810429e+00,1.490359e-01,-6.923200e-08
2.459000e+01,1.017291e+00,1.868116e+00,1.623138e-02,-3.906497e+00,1.490359e-01,-6.922995e-08
2.460000e+01,1.017490e+00,1.828556e+00,2.417029e-02,-4.006197e+00,1.490359e-01,-6.922979e-08
2.461000e+01,1.017785e+00,1.787980e+00,3.555808e-02,-4.109559e+00,1.490359e-01,-6.923237e-08
2.462000e+01,1.018212e+00,1.746352e+00,5.023177e-02,-4.216528e+00,1.490359e-01,-6.923840e-08
2.463000e+01,1.018800e+00,1.703638e+00,6.791969e-02,-4.326936e+00,1.490359e-01,-6.924844e-08
2.464000e+01,1.019579e+00,1.659803e+00,8.820803e-02,-4.440461e+00,1.490359e-01,-6.926257e-08
2.465000e+01,1.020571e+00,1.614820e+00,1.105006e-01,-4.556572e+00,1.490359e-01,-6.927956e-08
2.466000e+01,1.021793e+00,1.568666e+00,1.339721e-01,-4.674474e+00,1.490359e-01,-6.929662e-08
2.467000e+01,1.023251e+00,1.521328e+00,1.575178e-01,-4.793038e+00,1.490359e-01,-6.930791e-08
2.468000e+01,1.024939e+00,1.472808e+00,1.797053e-01,-4.910737e+00,1.490359e-01,-6.930487e-08
2.469000e+01,1.026834e+00,1.423123e+00,1.987386e-01,-5.025589e+00,1.490359e-01,-6.927663e-08
2.470000e+01,1.028896e+00,1.372314e+00,2.124490e-01,-5.135138e+00,1.490359e-01,-6.921320e-08
2.471000e+01,1.031057e+00,1.320447e+00,2.183345e-01,-5.236495e+00,1.490359e-01,-6.911132e-08
2.472000e+01,1.033227e+00,1.267622e+00,2.136656e-01,-5.326451e+00,1.490359e-01,-6.898188e-08
2.473000e+01,1.035286e+00,1.213967e+00,1.956705e-01,-5.401712e+00,1.490359e-01,-6.885469e-08
2.474000e+01,1.037088e+00,1.159647e+00,1.617915e-01,-5.459205e+00,1.490359e-01,-6.877466e-08
2.475000e+01,1.038462e+00,1.104851e+00,1.099781e-01,-5.496447e+00,1.490359e-01,-6.878603e-08
2.476000e+01,1.039223e+00,1.049791e+00,3.895156e-02,-5.511867e+00,1.490359e-01,-6.891005e-08
2.477000e+01,1.039176e+00,9.946879e-01,-5.162485e-02,-5.505012e+00,1.490359e-01,-6.912989e-08
2.478000e+01,1.038127e+00,9.397626e-01,-1.611230e-01,-5.476559e+00,1.490359e-01,-6.939502e-08
2.479000e+01,1.035895e+00,8.852233e-01,-2.880766e-01,-5.428136e+00,1.490359e-01,-6.964253e-08
2.480000e+01,1.032315e+00,8.312589e-01,-4.304165e-01,-5.362009e+00,1.490359e-01,-6.982182e-08
2.481000e+01,1.027244e+00,7.780337e-01,-5.857477e-01,-5.280721e+00,1.490359e-01,-6.990907e-08
2.482000e+01,1.020565e+00,7.256866e-01,-7.516032e-01,-5.186773e+00,1.490359e-01,-6.990582e-08
2.483000e+01,1.012184e+00,6.743330e-01,-9.256362e-01,-5.082391e+00,1.490359e-01,-6.983038e-08
2.484000e+01,1.002032e+00,6.240675e-01,-1.105738e+00,-4.969394e+00,1.490359e-01,-6.970601e-08
2.485000e+01,9.900554e-01,5.749692e-01,-1.290089e+00,-4.849151e+00,1.490359e-01,-6.955433e-08
2.486000e+01,9.762208e-01,5.271055e-01,-1.477167e+00,-4.722602e+00,1.490359e-01,-6.939147e-08
2.487000e+01,9.605071e-01,4.805362e-01,-1.665721e+00,-4.590313e+00,1.490359e-01,-6.922830e-08
2.488000e+01,9.429049e-01,4.353174e-01,-1.854735e+00,-4.452542e+00,1.490359e-01,-6.907090e-08
2.489000e+01,9.234136e-01,3.915036e-01,-2.043395e+00,-4.309316e+00,1.490359e-01,-6.892265e-08
2.490000e+01,9.020403e-01,3.491497e-01,-2.231046e+00,-4.160500e+00,1.490359e-01,-6.878546e-08
2.491000e+01,8.787978e-01,3.083130e-01,-2.417168e+00,-4.005848e+00,1.490359e-01,-6.866046e-08
2.492000e+01,8.537035e-01,2.690532e-01,-2.601352e+00,-3.845060e+00,1.490359e-01,-6.854878e-08
2.493000e+01,8.267783e-01,2.314333e-01,-2.783280e+00,-3.677822e+00,1.490359e-01,-6.845204e-08
2.494000e+01,7.980462e-01,1.955193e-01,-2.962715e+00,-3.503837e+00,1.490359e-01,-6.837209e-08
2.495000e+01,7.675329e-01,1.613799e-01,-3.139489e+00,-3.322857e+00,1.490359e-01,-6.831168e-08
2.496000e+01,7.352656e-01,1.290861e-01,-3.313493e+00,-3.134707e+00,1.490359e-01,-6.827402e-08
2.497000e+01,7.012724e-01,9.870994e-02,-3.484672e+00,-2.939311e+00,1.490359e-01,-6.826303e-08
2.498000e+01,6.655817e-01,7.032386e-02,-3.653010e+00,-2.736716e+00,1.490359e-01,-6.828315e-08
2.499000e+01,6.282217e-01,4.399897e-02,-3.818517e+00,-2.527120e+00,1.490359e-01,-6.833967e-08
2.500000e+01,5.892207e-01,1.980355e-02,-3.981205e+00,-2.310905e+00,1.490359e-01,-6.843810e-08
2.501000e+01,5.486070e-01,-2.199077e-03,-4.141059e+00,-2.088683e+00,1.490359e-01,-6.858370e-08
2.502000e+01,5.064093e-01,-2.195304e-02,-4.297994e+00,-1.861351e+00,1.490359e-01,-6.878115e-08
2.503000e+01,4.626576e-01,-3.941320e-02,-4.451797e+00,-1.630164e+00,1.490359e-01,-6.903138e-08
2.504000e+01,4.173851e-01,-5.454911e-02,-4.602056e+00,-1.396831e+00,1.490359e-01,-6.932840e-08
2.505000e+01,3.706306e-01,-6.735017e-02,-4.748063e+00,-1.163626e+00,1.490359e-01,-6.965460e-08
2.506000e+01,3.224417e-01,-7.783185e-02,-4.888715e+00,-9.335159e-01,1.490359e-01,-6.997345e-08
2.507000e+01,2.728794e-01,-8.604332e-02,-5.022401e+00,-7.102868e-01,1.490359e-01,-7.022518e-08
2.508000e+01,2.220241e-01,-9.207607e-02,-5.146913e+00,-4.986317e-01,1.490359e-01,-7.032926e-08
2.509000e+01,1.699812e-01,-9.607311e-02,-5.259412e+00,-3.041498e-01,1.490359e-01,-7.020227e-08
2.510000e+01,1.168873e-01,-9.823741e-02,-5.356495e+00,-1.331838e-01,1.490359e-01,-6.979867e-08
2.511000e+01,6.291513e-02,-9.883751e-02,-5.434421e+00,7.573796e-03,1.490359e-01,-6.916308e-08
2.512000e+01,8.275013e-03,-9.820805e-02,-5.489512e+00,1.117329e-01,1.490359e-01,-6.845967e-08
2.513000e+01,-4.678859e-02,-9.674255e-02,-5.518685e+00,1.740522e-01,1.490359e-01,-6.793495e-08
2.514000e+01,-1.020057e-01,-9.487756e-02,-5.520014e+00,1.912950e-01,1.490359e-01,-6.780191e-08
2.515000e+01,-1.570946e-01,-9.306930e-02,-5.493120e+00,1.628360e-01,1.490359e-01,-6.811514e-08
2.516000e+01,-2.117781e-01,-9.176636e-02,-5.439268e+00,9.079985e-02,1.490359e-01,-6.873588e-08
2.517000e+01,-2.657989e-01,-9.138377e-02,-5.361118e+00,-2.032445e-02,1.490359e-01,-6.941984e-08
2.518000e+01,-3.189313e-01,-9.228293e-02,-5.262235e+00,-1.644499e-01,1.490359e-01,-6.995011e-08
2.519000e+01,-3.709875e-01,-9.476012e-02,-5.146511e+00,-3.347838e-01,1.490359e-01,-7.022139e-08
2.520000e+01,-4.218179e-01,-9.904350e-02,-5.017689e+00,-5.246070e-01,1.490359e-01,-7.023982e-08
2.521000e+01,-4.713085e-01,-1.052968e-01,-4.879034e+00,-7.278114e-01,1.490359e-01,-7.007617e-08
2.522000e+01,-5.193747e-01,-1.136268e-01,-4.733189e+00,-9.391775e-01,1.490359e-01,-6.981569e-08
2.523000e+01,-5.659551e-01,-1.240932e-01,-4.582161e+00,-1.154447e+00,1.490359e-01,-6.952847e-08
2.524000e+01,-6.110055e-01,-1.367175e-01,-4.427392e+00,-1.370269e+00,1.490359e-01,-6.926012e-08
2.525000e+01,-6.544937e-01,-1.514918e-01,-4.269855e+00,-1.584078e+00,1.490359e-01,-6.903486e-08
2.526000e+01,-6.963955e-01,-1.683859e-01,-4.110172e+00,-1.793958e+00,1.490359e-01,-6.886053e-08
2.527000e+01,-7.366913e-01,-1.873532e-01,-3.948708e+00,-1.998518e+00,1.490359e-01,-6.873686e-08
2.528000e+01,-7.753644e-01,-2.083352e-01,-3.785656e+00,-2.196774e+00,1.490359e-01,-6.865886e-08
2.529000e+01,-8.123994e-01,-2.312655e-01,-3.621102e+00,-2.388067e+00,1.490359e-01,-6.861981e-08
2.530000e+01,-8.477815e-01,-2.560720e-01,-3.455071e+00,-2.571989e+00,1.490359e-01,-6.861288e-08
2.531000e+01,-8.814959e-01,-2.826800e-01,-3.287564e+00,-2.748335e+00,1.490359e-01,-6.863171e-08
2.532000e+01,-9.135278e-01,-3.110133e-01,-3.118581e+00,-2.917057e+00,1.490359e-01,-6.867104e-08
2.533000e+01,-9.438627e-01,-3.409960e-01,-2.948140e+00,-3.078235e+00,1.490359e-01,-6.872625e-08
2.534000e+01,-9.724859e-01,-3.725534e-01,-2.776283e+00,-3.232053e+00,1.490359e-01,-6.879362e-08
2.535000e+01,-9.993839e-01,-4.056134e-01,-2.603088e+00,-3.378775e+00,1.490359e-01,-6.886987e-08
2.536000e+01,-1.024544e+00,-4.401064e-01,-2.428670e+00,-3.518728e+00,1.490359e-01,-6.895276e-08
2.537000e+01,-1.047954e+00,-4.759666e-01,-2.253188e+00,-3.652277e+00,1.490359e-01,-6.904051e-08
2.538000e+01,-1.069604e+00,-5.131318e-01,-2.076846e+00,-3.779810e+00,1.490359e-01,-6.913171e-08
2.539000e+01,-1.089489e+00,-5.515440e-01,-1.899902e+00,-3.901716e+00,1.490359e-01,-6.922558e-08
2.540000e+01,-1.107602e+00,-5.911486e-01,-1.722676e+00,-4.018352e+00,1.490359e-01,-6.932132e-08
2.541000e+01,-1.123942e+00,-6.318945e-01,-1.545560e+00,-4.130019e+00,1.490359e-01,-6.941836e-08
2.542000e+01,-1.138515e+00,-6.737331e-01,-1.369035e+00,-4.236926e+00,1.490359e-01,-6.951550e-08
2.543000e+01,-1.151327e+00,-7.166174e-01,-1.193688e+00,-4.339147e+00,1.490359e-01,-6.961109e-08
2.544000e+01,-1.162395e+00,-7.605001e-01,-1.020240e+00,-4.436581e+00,1.490359e-01,-6.970153e-08
2.545000e+01,-1.171741e+00,-8.053320e-01,-8.495634e-01,-4.528902e+00,1.490359e-01,-6.978153e-08
2.546000e+01,-1.179399e+00,-8.510592e-01,-6.827108e-01,-4.615515e+00,1.490359e-01,-6.984282e-08
2.547000e+01,-1.185412e+00,-8.976203e-01,-5.209245e-01,-4.695524e+00,1.490359e-01,-6.987502e-08
2.548000e+01,-1.189839e+00,-9.449437e-01,-3.656360e-01,-4.767724e+00,1.490359e-01,-6.986663e-08
2.549000e+01,-1.192752e+00,-9.929438e-01,-2.184352e-01,-4.830618e+00,1.490359e-01,-6.980870e-08
2.550000e+01,-1.194240e+00,-1.041519e+00,-8.100434e-02,-4.882500e+00,1.490359e-01,-6.969870e-08
2.551000e+01,-1.194410e+00,-1.090551e+00,4.499235e-02,-4.921587e+00,1.490359e-01,-6.954579e-08
2.552000e+01,-1.193384e+00,-1.139903e+00,1.580566e-01,-4.946207e+00,1.490359e-01,-6.937203e-08
2.553000e+01,-1.191296e+00,-1.189423e+00,2.570251e-01,-4.955024e+00,1.490359e-01,-6.920849e-08
2.554000e+01,-1.188292e+00,-1.238948e+00,3.412276e-01,-4.947251e+00,1.490359e-01,-6.908600e-08
2.555000e+01,-1.184521e+00,-1.288312e+00,4.105973e-01,-4.922799e+00,1.490359e-01,-6.902405e-08
2.556000e+01,-1.180128e+00,-1.337350e+00,4.657023e-01,-4.882338e+00,1.490359e-01,-6.902416e-08
2.557000e+01,-1.175251e+00,-1.385910e+00,5.076893e-01,-4.827231e+00,1.490359e-01,-6.907176e-08
2.558000e+01,-1.170013e+00,-1.433853e+00,5.381522e-01,-4.759378e+00,1.490359e-01,-6.914369e-08
2.559000e+01,-1.164520e+00,-1.481062e+00,5.589593e-01,-4.680997e+00,1.490359e-01,-6.921791e-08
2.560000e+01,-1.158859e+00,-1.527445e+00,5.720765e-01,-4.594408e+00,1.490359e-01,-6.927964e-08
2.561000e+01,-1.153098e+00,-1.572930e+00,5.794170e-01,-4.501846e+00,1.490359e-01,-6.932248e-08
2.562000e+01,-1.147284e+00,-1.617469e+00,5.827337e-01,-4.405328e+00,1.490359e-01,-6.934673e-08
2.563000e+01,-1.141451e+00,-1.661030e+00,5.835568e-01,-4.306578e+00,1.490359e-01,-6.935613e-08
2.564000e+01,-1.135617e+00,-1.703598e+00,5.831702e-01,-4.207005e+00,1.490359e-01,-6.935564e-08
2.565000e+01,-1.129788e+00,-1.745171e+00,5.826150e-01,-4.107711e+00,1.490359e-01,-6.934958e-08
2.566000e+01,-1.123962e+00,-1.785756e+00,5.827105e-01,-4.009524e+00,1.490359e-01,-6.934119e-08
2.567000e+01,-1.118130e+00,-1.825367e+00,5.840840e-01,-3.913032e+00,1.490359e-01,-6.933254e-08
2.568000e+01,-1.112275e+00,-1.864023e+00,5.872016e-01,-3.818631e+00,1.490359e-01,-6.932490e-08
2.569000e+01,-1.106379e+00,-1.901747e+00,5.923994e-01,-3.726561e+00,1.490359e-01,-6.931858e-08
2.570000e+01,-1.100419e+00,-1.938563e+00,5.999099e-01,-3.636940e+00,1.490359e-01,-6.931371e-08
2.571000e+01,-1.094372e+00,-1.974494e+00,6.098854e-01,-3.549794e+00,1.490359e-01,-6.931019e-08
2.572000e+01,-1.088213e+00,-2.009567e+00,6.224166e-01,-3.465077e+00,1.490359e-01,-6.930780e-08
2.573000e+01,-1.081915e+00,-2.043804e+00,6.375489e-01,-3.382693e+00,1.490359e-01,-6.930633e-08
2.574000e+01,-1.075453e+00,-2.077228e+00,6.552934e-01,-3.302506e+00,1.490359e-01,-6.930535e-08
2.575000e+01,-1.068801e+00,-2.109861e+00,6.756379e-01,-3.224353e+00,1.490359e-01,-6.930483e-08
2.576000e+01,-1.061932e+00,-2.141721e+00,6.985531e-01,-3.148052e+00,1.490359e-01,-6.930463e-08
2.577000e+01,-1.054821e+00,-2.172827e+00,7.239993e-01,-3.073406e+00,1.490359e-01,-6.930468e-08
2.578000e+01,-1.047444e+00,-2.203194e+00,7.519307e-01,-3.000208e+00,1.490359e-01,-6.930472e-08
2.579000e+01,-1.039775e+00,-2.232835e+00,7.822984e-01,-2.928243e+00,1.490359e-01,-6.930483e-08
2.580000e+01,-1.031790e+00,-2.261762e+00,8.150536e-01,-2.857293e+00,1.490359e-01,-6.930486e-08
2.581000e+01,-1.023466e+00,-2.289984e+00,8.501492e-01,-2.787133e+00,1.490359e-01,-6.930487e-08
2.582000e+01,-1.014779e+00,-2.317507e+00,8.875412e-01,-2.717538e+00,1.490359e-01,-6.930477e-08
2.583000e+01,-1.005707e+00,-2.344336e+00,9.271903e-01,-2.648277e+00,1.490359e-01,-6.930460e-08
2.584000e+01,-9.962280e-01,-2.370473e+00,9.690622e-01,-2.579117e+00,1.490359e-01,-6.930446e-08
2.585000e+01,-9.863188e-01,-2.395918e+00,1.013128e+00,-2.509823e+00,1.490359e-01,-6.930424e-08
2.586000e+01,-9.759582e-01,-2.420668e+00,1.059366e+00,-2.440154e+00,1.490359e-01,-6.930405e-08
2.587000e+01,-9.651244e-01,-2.444719e+00,1.107759e+00,-2.369867e+00,1.490359e-01,-6.930380e-08
2.588000e+01,-9.537959e-01,-2.468062e+00,1.158297e+00,-2.298715e+00,1.490359e-01,-6.930371e-08
2.589000e+01,-9.419513e-01,-2.490689e+00,1.210977e+00,-2.226444e+00,1.490359e-01,-6.930371e-08
2.590000e+01,-9.295692e-01,-2.512587e+00,1.265800e+00,-2.152798e+00,1.490359e-01,-6.930390e-08
2.591000e+01,-9.166281e-01,-2.533740e+00,1.322775e+00,-2.077514e+00,1.490359e-01,-6.930430e-08
2.592000e+01,-9.031065e-01,-2.554131e+00,1.381914e+00,-2.000324e+00,1.490359e-01,-6.930504e-08
2.593000e+01,-8.889825e-01,-2.573739e+00,1.443234e+00,-1.920954e+00,1.490359e-01,-6.930620e-08
2.594000e+01,-8.742344e-01,-2.592542e+00,1.506756e+00,-1.839126e+00,1.490359e-01,-6.930787e-08
2.595000e+01,-8.588400e-01,-2.610512e+00,1.572503e+00,-1.754555e+00,1.490359e-01,-6.931013e-08
2.596000e+01,-8.427769e-01,-2.627623e+00,1.640499e+00,-1.666954e+00,1.490359e-01,-6.931311e-08
2.597000e+01,-8.260225e-01,-2.643840e+00,1.710770e+00,-1.576033e+00,1.490359e-01,-6.931692e-08
2.598000e+01,-8.085538e-01,-2.659131e+00,1.783337e+00,-1.481498e+00,1.490359e-01,-6.932177e-08
2.599000e+01,-7.903480e-01,-2.673457e+00,1.858221e+00,-1.383057e+00,1.490359e-01,-6.932776e-08
2.600000e+01,-7.713817e-01,-2.686778e+00,1.935433e+00,-1.280421e+00,1.490359e-01,-6.933502e-08
2.601000e+01,-7.516315e-01,-2.699051e+00,2.014980e+00,-1.173304e+00,1.490359e-01,-6.934373e-08
2.602000e+01,-7.310743e-01,-2.710229e+00,2.096853e+00,-1.061430e+00,1.490359e-01,-6.935400e-08
2.603000e+01,-7.096868e-01,-2.720263e+00,2.181032e+00,-9.445365e-01,1.490359e-01,-6.936593e-08
2.604000e+01,-6.874461e-01,-2.729102e+00,2.267478e+00,-8.223768e-01,1.490359e-01,-6.937957e-08
2.605000e+01,-6.643299e-01,-2.736692e+00,2.356130e+00,-6.947277e-01,1.490359e-01,-6.939492e-08
2.606000e+01,-6.403164e-01,-2.742977e+00,2.446902e+00,-5.613937e-01,1.490359e-01,-6.941190e-08
2.607000e+01,-6.153852e-01,-2.747900e+00,2.539679e+00,-4.222143e-01,1.490359e-01,-6.943047e-08
2.608000e+01,-5.895167e-01,-2.751402e+00,2.634311e+00,-2.770697e-01,1.490359e-01,-6.945043e-08
2.609000e+01,-5.626934e-01,-2.753422e+00,2.730614e+00,-1.258879e-01,1.490359e-01,-6.947144e-08
2.610000e+01,-5.348996e-01,-2.753899e+00,2.828359e+00,3.134896e-02,1.490359e-01,-6.949316e-08
2.611000e+01,-5.061223e-01,-2.752774e+00,2.927277e+00,1.945979e-01,1.490359e-01,-6.951515e-08
2.612000e+01,-4.763512e-01,-2.749988e+00,3.027050e+00,3.637497e-01,1.490359e-01,-6.953695e-08
2.613000e+01,-4.455796e-01,-2.745480e+00,3.127314e+00,5.386245e-01,1.490359e-01,-6.955793e-08
2.614000e+01,-4.138047e-01,-2.739197e+00,3.227655e+00,7.189680e-01,1.490359e-01,-6.957762e-08
2.615000e+01,-3.810278e-01,-2.731084e+00,3.327614e+00,9.044502e-01,1.490359e-01,-6.959552e-08
2.616000e+01,-3.472553e-01,-2.721092e+00,3.426685e+00,1.094665e+00,1.490359e-01,-6.961125e-08
2.617000e+01,-3.124989e-01,-2.709176e+00,3.524319e+00,1.289135e+00,1.490359e-01,-6.962452e-08
2.618000e+01,-2.767757e-01,-2.695297e+00,3.619934e+00,1.487311e+00,1.490359e-01,-6.963530e-08
2.619000e+01,-2.401090e-01,-2.679420e+00,3.712914e+00,1.688583e+00,1.490359e-01,-6.964362e-08
2.620000e+01,-2.025283e-01,-2.661517e+00,3.802619e+00,1.892288e+00,1.490359e-01,-6.964977e-08
2.621000e+01,-1.640697e-01,-2.641568e+00,3.888396e+00,2.097719e+00,1.490359e-01,-6.965418e-08
2.622000e+01,-1.247757e-01,-2.619560e+00,3.969581e+00,2.304135e+00,1.490359e-01,-6.965748e-08
2.623000e+01,-8.469559e-02,-2.595485e+00,4.045514e+00,2.510778e+00,1.490359e-01,-6.966040e-08
2.624000e+01,-4.388512e-02,-2.569346e+00,4.115541e+00,2.716876e+00,1.490359e-01,-6.966357e-08
2.625000e+01,-2.406574e-03,-2.541152e+00,4.179025e+00,2.921662e+00,1.490359e-01,-6.966769e-08
2.626000e+01,3.967152e-02,-2.510920e+00,4.235350e+00,3.124377e+00,1.490359e-01,-6.967315e-08
2.627000e+01,8.227460e-02,-2.478674e+00,4.283926e+00,3.324284e+00,1.490359e-01,-6.968053e-08
2.628000e+01,1.253223e-01,-2.444446e+00,4.324192e+00,3.520667e+00,1.490359e-01,-6.968982e-08
2.629000e+01,1.687290e-01,-2.408274e+00,4.355618e+00,3.712839e+00,1.490359e-01,-6.970085e-08
2.630000e+01,2.124036e-01,-2.370205e+00,4.377706e+00,3.900141e+00,1.490359e-01,-6.971345e-08
2.631000e+01,2.562504e-01,-2.330290e+00,4.389987e+00,4.081942e+00,1.490359e-01,-6.972692e-08
2.632000e+01,3.001692e-01,-2.288587e+00,4.392026e+00,4.257637e+00,1.490359e-01,-6.974030e-08
2.633000e+01,3.440554e-01,-2.245159e+00,4.383412e+00,4.426641e+00,1.490359e-01,-6.975262e-08
2.634000e+01,3.878006e-01,-2.200078e+00,4.363767e+00,4.588392e+00,1.490359e-01,-6.976257e-08
2.635000e+01,4.312928e-01,-2.153418e+00,4.332737e+00,4.742342e+00,1.490359e-01,-6.976895e-08
2.636000e+01,4.744164e-01,-2.105259e+00,4.290003e+00,4.887959e+00,1.490359e-01,-6.977057e-08
2.637000e+01,5.170529e-01,-2.055688e+00,4.235274e+00,5.024729e+00,1.490359e-01,-6.976653e-08
2.638000e+01,5.590810e-01,-2.004795e+00,4.168304e+00,5.152159e+00,1.490359e-01,-6.975600e-08
2.639000e+01,6.003775e-01,-1.952677e+00,4.088891e+00,5.269784e+00,1.490359e-01,-6.973877e-08
2.640000e+01,6.408169e-01,-1.899434e+00,3.996893e+00,5.377181e+00,1.490359e-01,-6.971516e-08
2.641000e+01,6.802731e-01,-1.845169e+00,3.892235e+00,5.473982e+00,1.490359e-01,-6.968582e-08
2.642000e+01,7.186194e-01,-1.789991e+00,3.774926e+00,5.559892e+00,1.490359e-01,-6.965228e-08
2.643000e+01,7.557298e-01,-1.734008e+00,3.645070e+00,5.634709e+00,1.490359e-01,-6.961642e-08
2.644000e+01,7.914797e-01,-1.677334e+00,3.502879e+00,5.698348e+00,1.490359e-01,-6.958026e-08
2.645000e+01,8.257473e-01,-1.620078e+00,3.348679e+00,5.750857e+00,1.490359e-01,-6.954610e-08
2.646000e+01,8.584147e-01,-1.562353e+00,3.182920e+00,5.792439e+00,1.490359e-01,-6.951580e-08
2.647000e+01,8.893691e-01,-1.504265e+00,3.006173e+00,5.823462e+00,1.490359e-01,-6.949078e-08
2.648000e+01,9.185038e-01,-1.445917e+00,2.819125e+00,5.844474e+00,1.490359e-01,-6.947170e-08
2.649000e+01,9.457199e-01,-1.387406e+00,2.622569e+00,5.856201e+00,1.490359e-01,-6.945816e-08
2.650000e+01,9.709264e-01,-1.328821e+00,2.417386e+00,5.859543e+00,1.490359e-01,-6.944889e-08
2.651000e+01,9.940420e-01,-1.270240e+00,2.204518e+00,5.855567e+00,1.490359e-01,-6.944178e-08
2.652000e+01,1.014994e+00,-1.211730e+00,1.984943e+00,5.845486e+00,1.490359e-01,-6.943403e-08
2.653000e+01,1.033722e+00,-1.153346e+00,1.759643e+00,5.830644e+00,1.490359e-01,-6.942257e-08
2.654000e+01,1.050171e+00,-1.095128e+00,1.529571e+00,5.812489e+00,1.490359e-01,-6.940403e-08
2.655000e+01,1.064300e+00,-1.037102e+00,1.295617e+00,5.792551e+00,1.490359e-01,-6.937513e-08
2.656000e+01,1.076073e+00,-9.792778e-01,1.058577e+00,5.772425e+00,1.490359e-01,-6.933299e-08
2.657000e+01,1.085464e+00,-9.216488e-01,8.191263e-01,5.753750e+00,1.490359e-01,-6.927449e-08
2.658000e+01,1.092450e+00,-8.641924e-01,5.777900e-01,5.738198e+00,1.490359e-01,-6.919689e-08
2.659000e+01,1.097014e+00,-8.068688e-01,3.349216e-01,5.727473e+00,1.490359e-01,-6.909704e-08
2.660000e+01,1.099144e+00,-7.496211e-01,9.068223e-02,5.723313e+00,1.490359e-01,-6.897121e-08
2.661000e+01,1.098823e+00,-6.923747e-01,-1.549797e-01,5.727505e+00,1.490359e-01,-6.881469e-08
2.662000e+01,1.096038e+00,-6.350370e-01,-4.023474e-01,5.741907e+00,1.490359e-01,-6.862139e-08
2.663000e+01,1.090769e+00,-5.774960e-01,-6.519569e-01,5.768488e+00,1.490359e-01,-6.838346e-08
2.664000e+01,1.082989e+00,-5.196196e-01,-9.046225e-01,5.809371e+00,1.490359e-01,-6.809109e-08
2.665000e+01,1.072663e+00,-4.612531e-01,-1.161467e+00,5.866903e+00,1.490359e-01,-6.773297e-08
2.666000e+01,1.059741e+00,-4.022172e-01,-1.423964e+00,5.943725e+00,1.490359e-01,-6.729852e-08
2.667000e+01,1.044158e+00,-3.423042e-01,-1.693980e+00,6.042878e+00,1.490359e-01,-6.678303e-08
2.668000e+01,1.025829e+00,-2.812735e-01,-1.973842e+00,6.167911e+00,1.490359e-01,-6.620109e-08
2.669000e+01,1.004639e+00,-2.188459e-01,-2.266391e+00,6.323006e+00,1.490359e-01,-6.561652e-08
2.670000e+01,9.804472e-01,-1.546968e-01,-2.575036e+00,6.513087e+00,1.490359e-01,-6.520741e-08
2.671000e+01,9.530718e-01,-8.844856e-02,-2.903744e+00,6.743864e+00,1.490359e-01,-6.540023e-08
2.672000e+01,9.222909e-01,-1.966281e-02,-3.256872e+00,7.021664e+00,1.490359e-01,-6.711931e-08
2.673000e+01,8.878389e-01,5.216245e-02,-3.638599e+00,7.352726e+00,1.490359e-01,-7.214168e-08
2.674000e+01,8.494146e-01,1.275841e-01,-4.051477e+00,7.741296e+00,1.490359e-01,-8.312726e-08
2.675000e+01,8.067121e-01,2.071744e-01,-4.493145e+00,8.185193e+00,1.490359e-01,-1.012661e-07
2.676000e+01,7.594991e-01,2.914173e-01,-4.949876e+00,8.666941e+00,1.490359e-01,-1.161594e-07
2.677000e+01,7.077778e-01,3.804888e-01,-5.386624e+00,9.139918e+00,1.490359e-01,-8.812506e-08
2.678000e+01,6.520436e-01,4.739014e-01,-5.739586e+00,9.517645e+00,1.490359e-01,2.520439e-08
2.679000e+01,5.935328e-01,5.701576e-01,-5.929534e+00,9.691516e+00,1.490360e-01,1.374790e-07
2.680000e+01,5.341665e-01,6.668156e-01,-5.908108e+00,9.594204e+00,1.490360e-01,8.834106e-08
2.681000e+01,4.760060e-01,7.612271e-01,-5.697939e+00,9.255045e+00,1.490359e-01,-4.490154e-08
2.682000e+01,4.205899e-01,8.514416e-01,-5.372939e+00,8.773171e+00,1.490359e-01,-1.106765e-07
2.683000e+01,3.686810e-01,9.365473e-01,-5.006796e+00,8.246927e+00,1.490359e-01,-1.106563e-07
